GearRow,Path,Category,Bytes,Lines,SHA256,SemanticMethod,SemanticSynopsis,ReferenceCount,TerminalClasses,ReferenceStatuses,BrokenReferenceCount,SourceEvidence
221,src/specify_cli/_console.py,executable_source,9141,252,0C5DF475B9ACAC7D4B4F97B252A657973B243996DF50C1C63136B46A4F27080D,python_ast,"Python module; top-level symbols=StepTracker,get_key,select_with_arrows,BannerGroup,show_banner",13,external_dependency=13,terminal=13,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/src/specify_cli/_console.py#L1-L252
222,src/specify_cli/_download_security.py,executable_source,47041,1258,66D82BE6BB37B6E6569365A5500E8DEE2617AB86ECF7BBCA10EEF5A6E043978B,python_ast,"Python module; top-level symbols=archive_format_from_name,archive_format_from_content_type,archive_suffix,detect_archive_format,_ip_address_without_scope,_is_ip_loopback,_is_ip_local_redirect_target,_parse_url,_is_definite_loopback_host,_is_potential_local_target_host,is_loopback_url,_is_potential_local_target_url",16,external_dependency=16,terminal=16,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/src/specify_cli/_download_security.py#L1-L1258
223,src/specify_cli/_github_http.py,executable_source,8139,202,844700B2C7F8647EF14A457799EBF954FCB316EB260E416AB65BCCA0D8790186,python_ast,"Python module; top-level symbols=build_github_request,_host_matches,resolve_github_release_asset_api_url",8,executable=1;external_dependency=7,resolved=1;terminal=7,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/src/specify_cli/_github_http.py#L1-L202
224,src/specify_cli/_init_options.py,executable_source,3461,84,3A70AE9FD79A806B8E5C9C381CEEC2FC6A13AC0E588CE439CC05BF0A32D238CC,python_ast,"Python module; top-level symbols=_MissingInitOptionsFile,save_init_options,load_init_options,is_ai_skills_enabled,resolve_active_agent_for_registration",4,external_dependency=4,terminal=4,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/src/specify_cli/_init_options.py#L1-L84
225,src/specify_cli/_invocation_style.py,executable_source,2818,79,6E5FB837162124AAF5701617A0DDAA7422F0FD9564D0DF031B95D7D8848AA41C,python_ast,"Python module; top-level symbols=is_dollar_skills_agent,get_invocation_prefix,is_slash_skills_agent",1,external_dependency=1,terminal=1,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/src/specify_cli/_invocation_style.py#L1-L79
226,src/specify_cli/_project.py,executable_source,2358,54,C5A5C9ECF43B66A1DBECD7778CF98FEB9D8221EC140ABAA4CF9A9E26D41AB955,python_ast,Python module; top-level symbols=_resolve_init_dir_override,5,executable=1;external_dependency=4,resolved=1;terminal=4,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/src/specify_cli/_project.py#L1-L54
227,src/specify_cli/_toml_string.py,executable_source,2274,61,6D5AA4F7B84A41E8B686E4EA725679212C17F213ACB484039347644249070C37,python_ast,"Python module; top-level symbols=has_illegal_toml_control,escape_toml_basic",1,external_dependency=1,terminal=1,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/src/specify_cli/_toml_string.py#L1-L61
228,src/specify_cli/_utils.py,executable_source,13339,337,6C5A3C95EE13863A9690B01C2D00F8DDCF57DB1432AAD31575CA447DEFD7DC7C,python_ast,"Python module; top-level symbols=relative_extension_path_violation,dump_frontmatter,run_command,check_tool,handle_vscode_settings,merge_json_files,_display_project_path,version_satisfies",15,executable=2;external_dependency=13,resolved=2;terminal=13,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/src/specify_cli/_utils.py#L1-L337
229,src/specify_cli/_version.py,executable_source,54367,1448,248E3BC0CF7424DEF90833BF340E4BF9A3BF6B33167407C96BA1F647DC5C91F6,python_ast,"Python module; top-level symbols=_get_installed_version,_normalize_tag,_is_newer,_fetch_latest_release_tag,_parse_version_text,_canonicalize_version_text,_stable_release_tag_for_version,_render_argv,_InstallMethod,_InstallerResultKind,_InstallerResult,_UpgradePlan",25,executable=3;external_dependency=22,resolved=3;terminal=22,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/src/specify_cli/_version.py#L1-L1448
230,src/specify_cli/agents.py,executable_source,57198,1357,664BE4F633A3D9D8BF55BC563E70823E78682CCA7FAC289D6A8801DC3310443B,python_ast,"Python module; top-level symbols=_build_agent_configs,CommandRegistrar",22,executable=14;external_dependency=8,resolved=14;terminal=8,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/src/specify_cli/agents.py#L1-L1357
231,src/specify_cli/authentication/__init__.py,executable_source,1529,51,15F91A013E7C37532407DD199C0D0B6FF95AD64AB329CB0F37755A6EFD0C5B56,python_ast,"Python module; top-level symbols=_register,get_provider,_register_builtins",5,executable=3;external_dependency=2,resolved=3;terminal=2,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/src/specify_cli/authentication/__init__.py#L1-L51
232,src/specify_cli/authentication/azure_devops.py,executable_source,7530,189,884733B869301FE196E220595B953671AECDDEDFFCDAA9C55055FC21DB0D5471,python_ast,"Python module; top-level symbols=_TokenResponseTooLarge,_extract_token,AzureDevOpsAuth",14,executable=4;external_dependency=10,resolved=4;terminal=10,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/src/specify_cli/authentication/azure_devops.py#L1-L189
233,src/specify_cli/authentication/base.py,executable_source,1806,58,DA4B1F768E324439B37A6C2933BDB088AC713A1A36680403E22418D95F5DA31F,python_ast,Python module; top-level symbols=AuthProvider,5,executable=1;external_dependency=4,resolved=1;terminal=4,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/src/specify_cli/authentication/base.py#L1-L58
234,src/specify_cli/authentication/config.py,executable_source,8955,232,1E78F2D02973C2212BE1E429696C16C59BAB03F736E3B9ABABCBFC0A73F8D94C,python_ast,"Python module; top-level symbols=AuthConfigEntry,_default_config_path,_is_valid_host_pattern,_norm,load_auth_config,find_entries_for_url",12,executable=2;external_dependency=10,resolved=2;terminal=10,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/src/specify_cli/authentication/config.py#L1-L232
235,src/specify_cli/authentication/github.py,executable_source,718,25,5F2268D36E0019F9064343655DD4CD7BCC204ED9A94614FEEF5BA5EE54C8893F,python_ast,Python module; top-level symbols=GitHubAuth,2,executable=1;external_dependency=1,resolved=1;terminal=1,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/src/specify_cli/authentication/github.py#L1-L25
236,src/specify_cli/authentication/http.py,executable_source,8883,220,A24C87BDD1DA8A469238BE2A4F86F20E431522C5F7F3649564F8B1895EC3DBA4,python_ast,"Python module; top-level symbols=_load_config,_hostname_in_hosts,_validate_strict_redirect,_StripAuthOnRedirect,build_request,github_provider_hosts,open_url",10,executable=3;external_dependency=7,resolved=3;terminal=7,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/src/specify_cli/authentication/http.py#L1-L220
237,src/specify_cli/bundler/__init__.py,executable_source,768,20,9BE91D27380EAF9C80429DAEA9B6CE610745EDF44FD71157FDC128F80F1A5FF0,python_ast,Python module; top-level symbols=BundlerError,1,external_dependency=1,terminal=1,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/src/specify_cli/bundler/__init__.py#L1-L20
238,src/specify_cli/bundler/commands_impl/__init__.py,executable_source,118,3,DFABD9C81085A75BE5B46136515A8C223E29C92E0DB3243DF1B85DE42CA5E11D,python_ast,Python module; top-level symbols=none,1,external_dependency=1,terminal=1,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/src/specify_cli/bundler/commands_impl/__init__.py#L1-L3
239,src/specify_cli/bundler/commands_impl/catalog_config.py,executable_source,9702,233,B845BE95DABE1504B0149B0FE903553929D0DDBA26FA91CCC64B05D4C9F22896,python_ast,"Python module; top-level symbols=_config_path,_read,_write,_slug,_is_local_path,_canonicalize_url,_derive_id,add_source,remove_source",7,executable=3;external_dependency=4,resolved=3;terminal=4,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/src/specify_cli/bundler/commands_impl/catalog_config.py#L1-L233
240,src/specify_cli/bundler/lib/__init__.py,executable_source,137,3,D20E2E3B5D73AAE53997970A597712194D85EC531BE0E4858D2A606CFF38DE35,python_ast,Python module; top-level symbols=none,1,external_dependency=1,terminal=1,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/src/specify_cli/bundler/lib/__init__.py#L1-L3
241,src/specify_cli/bundler/lib/project.py,executable_source,3546,89,8C03FC41610DA4EB10FA3ABBDBAF36C52180B86A0091D3DEB7D5DE66A7F02B49,python_ast,"Python module; top-level symbols=find_project_root,require_project_root,active_integration",5,executable=3;external_dependency=2,resolved=3;terminal=2,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/src/specify_cli/bundler/lib/project.py#L1-L89
242,src/specify_cli/bundler/lib/versioning.py,executable_source,3643,100,9E7A64128DEF81A5462FAB16CCB8BE2569D0A022B69268AD759C31F23670F2CE,python_ast,"Python module; top-level symbols=_normalize_semver,parse_version,_normalize_constraint,parse_constraint,satisfies,is_semver",5,executable=1;external_dependency=4,resolved=1;terminal=4,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/src/specify_cli/bundler/lib/versioning.py#L1-L100
243,src/specify_cli/bundler/lib/yamlio.py,executable_source,7620,203,3D52A22FBE3CF9A5E66EAF18AC83B41A2F7B23900A7276F9565885F54D8AB1C6,python_ast,"Python module; top-level symbols=ensure_within,load_yaml,dump_yaml,load_json,loads_json,dump_json,is_safe_relpath",10,executable=1;external_dependency=9,resolved=1;terminal=9,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/src/specify_cli/bundler/lib/yamlio.py#L1-L203
244,src/specify_cli/bundler/models/__init__.py,executable_source,91,3,3C79800CB92ED0B24113CAB514EE8AD81FC860E1FF16C0F8E70BA7DE79F302AB,python_ast,Python module; top-level symbols=none,1,external_dependency=1,terminal=1,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/src/specify_cli/bundler/models/__init__.py#L1-L3
245,src/specify_cli/bundler/models/catalog.py,executable_source,13021,319,916F901006F401E2D701BA5321B5FC7186BCB64E079E46A008D488942C189241,python_ast,"Python module; top-level symbols=InstallPolicy,Scope,CatalogSource,_parse_tags,_parse_verified,CatalogEntry,load_catalog_payload,load_source_stack,_merge_config",7,executable=2;external_dependency=5,resolved=2;terminal=5,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/src/specify_cli/bundler/models/catalog.py#L1-L319
246,src/specify_cli/bundler/models/manifest.py,executable_source,10938,289,824845C0ACC7FA0FCF5ABCD8E03AA242544642FE60A5492689C35B788870C049,python_ast,"Python module; top-level symbols=ComponentRef,IntegrationRef,Requires,BundleMeta,BundleManifest,_text,_parse_str_list,_parse_refs,_parse_priority",8,executable=3;external_dependency=5,resolved=3;terminal=5,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/src/specify_cli/bundler/models/manifest.py#L1-L289
247,src/specify_cli/bundler/models/records.py,executable_source,8695,240,E8F56F8DC8F2D846FA2305C0BB736768481DC28D986023FDFC2EEC4E6336A328,python_ast,"Python module; top-level symbols=InstalledBundleRecord,records_path,_check_schema_version,load_records,save_records,find_record,upsert_record,remove_record,components_still_needed,_component_to_dict,_component_from_dict,_parse_priority",8,executable=3;external_dependency=5,resolved=3;terminal=5,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/src/specify_cli/bundler/models/records.py#L1-L240
248,src/specify_cli/bundler/services/__init__.py,executable_source,127,3,F74E4BDC450ED41FA337DCF7BA609F474EE55FAC132CAA5CEA2B1E144058C411,python_ast,Python module; top-level symbols=none,1,external_dependency=1,terminal=1,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/src/specify_cli/bundler/services/__init__.py#L1-L3
249,src/specify_cli/bundler/services/adapters.py,executable_source,9757,245,D11E5B2FA21A653C255D04308DAFE2C825F565E091F3AEA066BD542F09BC75AB,python_ast,"Python module; top-level symbols=_is_windows_drive_path,_file_url_to_path,_validate_remote_url,_load_packaged_community_catalog,make_catalog_fetcher,_http_get_json,DefaultPrimitiveInstaller",13,executable=8;external_dependency=5,resolved=8;terminal=5,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/src/specify_cli/bundler/services/adapters.py#L1-L245
250,src/specify_cli/bundler/services/catalog_stack.py,executable_source,4325,123,6BABDEDF55474BDD9644C5C0883440CFF1F3911E45CE926DAB80C74176D196CF,python_ast,"Python module; top-level symbols=ResolvedBundle,CatalogStack,_matches",6,executable=2;external_dependency=4,resolved=2;terminal=4,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/src/specify_cli/bundler/services/catalog_stack.py#L1-L123
251,src/specify_cli/bundler/services/conflict.py,executable_source,1924,55,1FD878BAE58F11A50D8DAA5ED1453A54C7F138CDDF13B8723981B29B526A0A3A,python_ast,"Python module; top-level symbols=ConflictReport,detect_conflicts",4,executable=2;external_dependency=2,resolved=2;terminal=2,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/src/specify_cli/bundler/services/conflict.py#L1-L55
252,src/specify_cli/bundler/services/installer.py,executable_source,10592,258,0F7CFBD0A3A57F72FF80BB090274CD22266E72F6FA8BBA2325690B251CCA7112,python_ast,"Python module; top-level symbols=PrimitiveInstaller,InstallResult,install_bundle,remove_bundle,_refresh_component,_rollback",9,executable=5;external_dependency=4,resolved=5;terminal=4,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/src/specify_cli/bundler/services/installer.py#L1-L258
253,src/specify_cli/bundler/services/packager.py,executable_source,6501,154,40AF31A0E77D5B03E2B0ED6A9A35FA95FAE23CAF3AAD2552D355B98531FF8542,python_ast,"Python module; top-level symbols=BuildResult,build_bundle,_is_within,_collect_files",10,executable=4;external_dependency=6,resolved=4;terminal=6,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/src/specify_cli/bundler/services/packager.py#L1-L154
254,src/specify_cli/bundler/services/primitives.py,executable_source,16721,445,59A1B482345E88AECA25D5828C8B02C885F16A8C67F25F71ED298D983396D969,python_ast,"Python module; top-level symbols=_assert_pinned_version,_bundled_manifest_version,_KindManager,primitive_manager,_chdir,_delegate_command,_PresetKindManager,_ExtensionKindManager,_WorkflowKindManager,_StepKindManager",28,executable=19;external_dependency=9,resolved=19;terminal=9,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/src/specify_cli/bundler/services/primitives.py#L1-L445
255,src/specify_cli/bundler/services/references.py,executable_source,4325,115,CC351E5D23DE131DDD74096B4754647F65F4D96688CDBCFE03012D1F7BCC6704,python_ast,"Python module; top-level symbols=_resolved_locally,_resolved_in_catalog,make_reference_checker",14,executable=12;external_dependency=2,resolved=12;terminal=2,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/src/specify_cli/bundler/services/references.py#L1-L115
256,src/specify_cli/bundler/services/resolver.py,executable_source,4878,123,BA8C8FB8EB03454C9E5D49E5EB28FC31A05E7A6D652643EC98DD531903F32FDD,python_ast,"Python module; top-level symbols=InstallPlan,resolve_install_plan,load_manifest_from_dir",6,executable=3;external_dependency=3,resolved=3;terminal=3,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/src/specify_cli/bundler/services/resolver.py#L1-L123
257,src/specify_cli/bundler/services/validator.py,executable_source,1969,61,D8A30A44A30B2CB1AA5E28397D38EC3AA07348DBE9A2AB45F431CE4CC336974E,python_ast,"Python module; top-level symbols=ValidationReport,validate_manifest",6,executable=3;external_dependency=3,resolved=3;terminal=3,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/src/specify_cli/bundler/services/validator.py#L1-L61
258,src/specify_cli/catalogs.py,executable_source,7717,198,F38F390844A408CE3C69F42C49A2CED19ED9592A58B6E755CD9E2D8D414DDE13,python_ast,"Python module; top-level symbols=CatalogEntry,CatalogStackBase",6,external_dependency=6,terminal=6,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/src/specify_cli/catalogs.py#L1-L198
259,src/specify_cli/commands/__init__.py,orchestration_asset,275,8,131AF38D513550B6ADD0966811A6362227BC1CC4F384BF85EE8C865C518B1FCA,python_ast,Python module; top-level symbols=none,1,external_dependency=1,terminal=1,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/src/specify_cli/commands/__init__.py#L1-L8
260,src/specify_cli/commands/bundle/__init__.py,orchestration_asset,40545,1052,0B112AE85BBB4D7A6D6B40AB1BCA68254BE964C4AB599509C8511EEA6409CA97,python_ast,"Python module; top-level symbols=_fail,_user_config_dir,_build_stack,_speckit_version,_trust_level,_trust_badge,_default_script_type,_run_init,_resolve_init_integration,bundle_search,bundle_info,bundle_list",52,executable=36;external_dependency=16,resolved=36;terminal=16,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/src/specify_cli/commands/bundle/__init__.py#L1-L1052
261,src/specify_cli/commands/event.py,orchestration_asset,1206,40,E504869D5C6AFF6B7113D0931D4A458AB74062EBF0B199B8F30F39208C9A3317,python_ast,"Python module; top-level symbols=event_run,register",5,executable=1;external_dependency=4,resolved=1;terminal=4,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/src/specify_cli/commands/event.py#L1-L40
